model_name,input_sentence,generated_output
fine_tuned_bart_vua,"The willow [MASK] over the pond, a weeping guardian of its waters.","The willow leaned over the pond, a weeping guardian of its waters."
fine_tuned_bart_vua,"The lantern [MASK] the alleyway, casting long shadows on the cobbles.","The lantern swept the alleyway, casting long shadows on the cobbles."
fine_tuned_bart_vua,"The storm [MASK] through the valley, a fierce display of untamed power.","The storm swept through the valley, a fierce display of untamed power."
fine_tuned_bart_vua,"The leaves [MASK] the ground, creating a mosaic of autumn hues.","The leaves swept the ground, creating a mosaic of autumn hues."
fine_tuned_bart_vua,"The owl [MASK] the night, its call a haunting melody.","The owl sang the night, its call a haunting melody."
fine_tuned_bart_vua,"The carnival [MASK] with laughter, lights, and music that enchanted the night.","The carnival filled with laughter, lights, and music that enchanted the night."
fine_tuned_bart_vua,"The bridge [MASK] the river, uniting the banks in steadfast connection.","The bridge swept the river, uniting the banks in steadfast connection."
fine_tuned_bart_vua,"The theater [MASK] with anticipation, the stage set for stories to unfold.","The theater filled with anticipation, the stage set for stories to unfold."
fine_tuned_bart_vua,"The moonlight [MASK] the landscape, turning night into a silver dream.","The moonlight swept the landscape, turning night into a silver dream."
fine_tuned_bart_vua,"The castle [MASK] on the hill, a relic of a forgotten age.","The castle stood on the hill, a relic of a forgotten age."
fine_tuned_bart_vua,"The marketplace [MASK] with life, every stall a world of its own.","The marketplace explodes with life, every stall a world of its own."
fine_tuned_bart_vua,"The fireworks [MASK] the sky, blossoms of color that faded too soon.","The fireworks filled the sky, blossoms of color that faded too soon."
fine_tuned_bart_vua,"The garden path [MASK] into the distance, leading to secrets untold.","The garden path disappeared into the distance, leading to secrets untold."
fine_tuned_bart_vua,"The waves [MASK] the shore, a lullaby for the restless night.","The waves swept the shore, a lullaby for the restless night."
fine_tuned_bart_vua,"The clock hands [MASK] ever onward, relentless in their march.","The clock hands pointed ever onward, relentless in their march."
fine_tuned_bart_vua,"The curtain [MASK] the stage, revealing the world of make-believe.","The curtain fell across the stage, revealing the world of make-believe."
fine_tuned_bart_vua,"The snowfall [MASK] the rooftops, cloaking the town in quiet magic.","The snowfall swept the rooftops, cloaking the town in quiet magic."
fine_tuned_bart_vua,"The child’s imagination [MASK] beyond the stars, dreaming of impossible things.","The child’s imagination went beyond the stars, dreaming of impossible things."
fine_tuned_bart_vua,"The meadow [MASK] with wildflowers, a kaleidoscope of color and fragrance.","The meadow glowed with wildflowers, a kaleidoscope of color and fragrance."
fine_tuned_bart_vua,"The autumn breeze [MASK] leaves through the air, a dance of red and gold.","The autumn breeze blew leaves through the air, a dance of red and gold."
fine_tuned_bart_vua,"The river stones [MASK] the water’s edge, polished smooth by time.","The river stones stood the water’s edge, polished smooth by time."
fine_tuned_bart_vua,"The candle’s flame [MASK] in the dark, a fragile sentinel of light.","The candle’s flame danced in the dark, a fragile sentinel of light."
fine_tuned_bart_vua,"The festival [MASK] with colors, music, and joy that knew no bounds.","The festival filled with colors, music, and joy that knew no bounds."
fine_tuned_bart_vua,"The lighthouse [MASK] the rocky shore, a sentinel against the storm.","The lighthouse stood the rocky shore, a sentinel against the storm."
fine_tuned_bart_vua,"The morning dew [MASK] the grass, diamonds that vanished with the sun.","The morning dew danced the grass, diamonds that vanished with the sun."
fine_tuned_bart_vua,"The clouds [MASK] over the horizon, painting the sky in strokes of gray.","The clouds swept over the horizon, painting the sky in strokes of gray."
fine_tuned_bart_vua,"The attic [MASK] with forgotten memories, dust coating the relics of yesteryears.","The attic filled with forgotten memories, dust coating the relics of yesteryears."
fine_tuned_bart_vua,"The river [MASK] its journey through the valley, carving stories into the earth.","The river continued its journey through the valley, carving stories into the earth."
fine_tuned_bart_vua,"The candle [MASK] its warmth, a fragile guardian against the dark.","The candle felt its warmth, a fragile guardian against the dark."
fine_tuned_bart_vua,"The forest [MASK] with whispers, the wind telling secrets to the trees.","The forest sang with whispers, the wind telling secrets to the trees."
fine_tuned_bart_vua,"The dawn [MASK] the horizon, casting golden promises over the waking world.","The dawn swept the horizon, casting golden promises over the waking world."
fine_tuned_bart_vua,"The fire [MASK] in the hearth, a crackling heart of warmth and life.","The fire crackled in the hearth, a crackling heart of warmth and life."
fine_tuned_bart_vua,"The meadow [MASK] under the starlight, a sea of shadows and dreams.","The meadow shone under the starlight, a sea of shadows and dreams."
fine_tuned_bart_vua,"The waterfall [MASK] into the pool below, a symphony of ceaseless motion.","The waterfall crashed into the pool below, a symphony of ceaseless motion."
fine_tuned_bart_vua,"The mountain [MASK] the sky, its peak a silent witness to the heavens.","The mountain rose the sky, its peak a silent witness to the heavens."
fine_tuned_bart_vua,"The city [MASK] to life, its streets buzzing with the hum of humanity.","The city came to life, its streets buzzing with the hum of humanity."
fine_tuned_bart_vua,"The tree [MASK] its roots into the earth, a silent testament to resilience.","The tree dug its roots into the earth, a silent testament to resilience."
fine_tuned_bart_vua,"The shore [MASK] with shells, each one a fragment of the ocean's story.","The shore glazed with shells, each one a fragment of the ocean's story."
fine_tuned_bart_vua,Rain [MASK] against the window.,Rain fell against the window.
fine_tuned_bart_vua,A kite [MASK] into the sky.,A kite soared into the sky.
fine_tuned_bart_vua,Clouds [MASK] across the horizon.,Clouds drifted across the horizon.
fine_tuned_bart_vua,Birds [MASK] in formation.,Birds fly in formation.
fine_tuned_bart_vua,A riverbank [MASK] under the floodwaters.,A riverbank rising under the floodwaters.
fine_tuned_bart_vua,Sunlight [MASK] through the branches.,Sunlight shone through the branches.
fine_tuned_bart_vua,Ants [MASK] across the forest floor.,Ants danced across the forest floor.
fine_tuned_bart_vua,Flames [MASK] in the fireplace.,Flames flaring in the fireplace.
fine_tuned_bart_vua,Leaves [MASK] to the ground.,Leaves fall to the ground.
fine_tuned_bart_vua,Music [MASK] from the speakers.,Music came from the speakers.
fine_tuned_bart_vua,Mountains [MASK] into the mist.,Mountain rose into the mist.
fine_tuned_bart_vua,A clock [MASK] away quietly.,A clock ticked away quietly.
fine_tuned_bart_vua,Words [MASK] on the page.,Words come on the page.
fine_tuned_bart_vua,A shadow [MASK] along the wall.,A shadow skittered along the wall.
fine_tuned_bart_vua,Lightning [MASK] across the sky.,Lightning streaked across the sky.
fine_tuned_bart_vua,Footsteps [MASK] in the empty hall.,Footsteps echoed in the empty hall.
fine_tuned_bart_vua,A whisper [MASK] through the trees.,A whisper came through the trees.
fine_tuned_bart_vua,Waves [MASK] over the rocks.,Waves swept over the rocks.
fine_tuned_bart_vua,Frost [MASK] the windowpane.,Frost broke the windowpane.
fine_tuned_bart_vua,A ship [MASK] across the water.,A ship came across the water.
fine_tuned_bart_vua,Lanterns [MASK] the cobblestone street.,L Lanterns danced the cobblestone street.
fine_tuned_bart_vua,Eyes [MASK] into the distance.,Eyes swept into the distance.
fine_tuned_bart_vua,Roots [MASK] deep into the earth.,Roots dug deep into the earth.
fine_tuned_bart_vua,An echo [MASK] in the cavern.,An echo echoed in the cavern.
fine_tuned_bart_vua,A candle [MASK] against the wind.,A candle fluttered against the wind.
fine_tuned_bart_vua,Cloud shadows [MASK] over the fields.,Cloud shadows swept over the fields.
fine_tuned_bart_vua,A waterfall [MASK] into the pool.,A waterfall came into the pool.
fine_tuned_bart_vua,Stars [MASK] above.,Stars go above.
fine_tuned_bart_vua,Branches [MASK] under the weight of the snow.,Branches collapsed under the weight of the snow.
fine_tuned_bart_vua,Voices [MASK] in the crowd.,Voices rose in the crowd.
fine_tuned_bart_vua,Dreams [MASK] through her mind.,Dreams ran through her mind.
fine_tuned_bart_vua,A river [MASK] through the canyon.,A river ran through the canyon.
fine_tuned_bart_vua,Whispers [MASK] in the wind.,Whispers drifted in the wind.
fine_tuned_bart_vua,Mountains [MASK] against the sky.,Mountains rose against the sky.
fine_tuned_bart_vua,Smoke [MASK] into the air.,Smoke shot into the air.
fine_tuned_bart_vua,Footprints [MASK] in the sand.,Footprints lay in the sand.
fine_tuned_bart_vua,Ripples [MASK] across the pond.,Ripples spread across the pond.
fine_tuned_bart_vua,Voices [MASK] around the campfire.,Voices came around the campfire.
fine_tuned_bart_vua,A breeze [MASK] through the garden.,A breeze swept through the garden.
fine_tuned_bart_vua,Rain [MASK] the earth.,Rain washed the earth.
fine_tuned_bart_vua,Branches [MASK] into the heavens.,Branches gazed into the heavens.
fine_tuned_bart_vua,Eyes [MASK] with curiosity.,Eye twinkled with curiosity.
fine_tuned_bart_vua,Tides [MASK] on the shore.,Tides lay on the shore.
fine_tuned_bart_vua,Colors [MASK] across the canvas.,Colours spread across the canvas.
fine_tuned_bart_vua,Dreams [MASK] to life in her journal.,Dreams came to life in her journal.
fine_tuned_bart_vua,A whisper [MASK] in the silence.,A whisper broke in the silence.
fine_tuned_bart_vua,Hills [MASK] in the distance.,Hills lurked in the distance.
fine_tuned_bart_vua,Reflections [MASK] on the water.,Reflections came on the water.
fine_tuned_bart_vua,Bells [MASK] in the distance.,Bells whistled in the distance.
fine_tuned_bart_vua,A melody [MASK] through the room.,A melody swept through the room.
fine_tuned_bart_vua,Wind [MASK] through the open window.,Wind whistled through the open window.
fine_tuned_bart_vua,Streams [MASK] down the mountain.,Streams ran down the mountain.
fine_tuned_bart_vua,Fog [MASK] the valley.,Fog filled the valley.
fine_tuned_bart_vua,Stars [MASK] in the night sky.,Stars danced in the night sky.
fine_tuned_bart_vua,Laughter [MASK] across the courtyard.,Laughter came across the courtyard.
fine_tuned_bart_vua,Shadows [MASK] behind the trees.,Shadows danced behind the trees.
fine_tuned_bart_vua,Candles [MASK] in the dark room.,Candles danced in the dark room.
fine_tuned_bart_vua,Steps [MASK] down the staircase.,Steps came down the staircase.
fine_tuned_bart_vua,Mist [MASK] the morning air.,Mist rose the morning air.
fine_tuned_bart_vua,Time [MASK] through their hands.,Time passed through their hands.
fine_tuned_bart_vua,Dreams [MASK] into the night.,Dreams fade into the night.
fine_tuned_bart_vua,Echoes [MASK] through the tunnel.,Echoes echoed through the tunnel.
fine_tuned_bart_vua,Roots [MASK] through the soil.,Roots run through the soil.
fine_tuned_bart_vua,Stories [MASK] from the fireplace.,stories came from the fireplace.
fine_tuned_bart_vua,Tides [MASK] on the rocky shore.,Tides lay on the rocky shore.
fine_tuned_bart_vua,Colors [MASK] over the horizon.,Colors blazed over the horizon.
fine_tuned_bart_vua,Birdsong [MASK] in the quiet forest.,Birdsong sang in the quiet forest.
fine_tuned_bart_vua,Fog [MASK] over the hills.,Fog settled over the hills.
fine_tuned_bart_vua,A comet [MASK] across the stars.,A comet streaked across the stars.
fine_tuned_bart_vua,Snow [MASK] over the rooftops.,Snow fell over the rooftops.
fine_tuned_bart_vua,Whispers [MASK] through the empty house.,Whispers swept through the empty house.
fine_tuned_bart_vua,Streams [MASK] through the woods.,Streams ran through the woods.
fine_tuned_bart_vua,Dreams [MASK] across the pillow.,Dream come across the pillow.
fine_tuned_bart_vua,Sunlight [MASK] on the mountain peak.,Sunlight shone on the mountain peak.
fine_tuned_bart_vua,Leaves [MASK] on the forest floor.,Leaves lay on the forest floor.
